Part Number,Brand,Category,Common description,Vendor Description,Purchasing Unit Price,Sale Unit Price,Notes,URL
1080070,Sick,Identification solutions ,Image based code readers,"Image-based code readers Lector63x
Type: V2D631R-MISCB8
Variant: Complete device
Sensor resolution: 1,280 px x 1,024 px
Readable code structures: 1D codes, Stacked, 2D codes
"," 1,900.00  "," 3,735.60  ",,https://www.sick.com/1080070
1067380,Sick,Identification solutions ,Image based code reader Main Unit,"Variant: Main unit
Focus: Adjustable focus (manually)
Sensor:	CMOS matrix sensor, grayscale values
Sensor resolution: 1,600 px x 1,200 px
Internal lighting: To be ordered separately as accessories
Light source: To be ordered separately as accessory
Aiming laser: visible red light (? = 630 nm ... 680 nm)
Laser class: complies with 21 CFR 1040.10 except for the tolerance according to Laser Notice No. 50 from June 24, 2007 (IEC 60825-1:2014) EN 60825-1:2014
Scanning frequency: ? 50 Hz, at 1.9 megapixels resolution
Code resolution: ? 0.1 mm 1)
Reading distance: 50 mm ... 2,200 mm 1)
Lens: S-mount - To be ordered separately as accessories"," 3,225.00  "," 4,607.14  ",Included with LECTOR632 part number: 1074301,https://www.sick.com/1067380
1042256,Sick,Integration products,4Dpro Connectivity CDB /CDB620,"Type:CDB620-001. Small connection module for one sensor, 4 cable glands, base for CMC600. Supported products: CLV61x - CLV65x, Lector62x, RFH6xx, RFU62x. Supply voltage: 10 V DC ... 30 V DC. IP65", 50.00  , 71.43  ,,https://www.sick.com/1042256
1064114,Sick,Integration products,4Dpro Connectivity CDB /CDB650,"Connection device basic for connecting one sensor with 2 A fuse, 5 cable glands and RS-232 interface to sensor via M12, 17-pin female connector, all outputs available on screw/spring-loaded terminals.", 179.10  , 255.86  ,,https://www.sick.com/1064114
6053253,Sick,Modules and Gateways,PROFINET IO-Link Master,"Fieldbus module accessory, IOLG2PN-03208R01 (IO-Link Master. PROFINET IO-Link Master, IO-Link V1.1, Port Class A, power supply via 7/8'' 5-pin cable 24 V / 8 A, fieldbus connection via M12 cable", 740.70  ," 1,058.14  ",,https://www.sick.com/6053253
2096146,Sick,Mounting Systems,Mounting Bracket,"Type: BEF-SG-W16. Device protection (mechanical). Protective housings and protective pipes. Universal clamp, mounting hardware", 21.04  , 30.06  ,,https://www.sick.com/2096146
2051616,Sick,Mounting Systems,Universal Mounting Bar Clamp with hardware mounting plate N08N,"Type:BEF-KHS-N08N, item includes BEF-KHS-KH3. Universal bar clamp systems with hardware mounting Plate N08N for universal clamp bracket.               Material: Stainless steel 1.4571 (sheet), Stainless steel 1.4408 (clamp)", 19.71  , 28.16  ,,https://www.sick.com/2051616
2051608,Sick,Mounting Systems,Mounting Bracket ,"Type: BEF-KHS-N02, item includes BEF-KHS-KH3. Universal bar clamp system with hardware mounting Plate N02 for universal clamp bracket.", 16.68  , 23.83  ,,https://www.sick.com/2051608
2051619,Sick,Mounting Systems,Universal Mounting Bar Clamp with hardware mounting plate N03N,"Universal bar clamp systems, BEF-KHS-N03N     Description: Plate N03N for universal clamp bracket     Material: Stainless steel, stainless steel                       Items supplied: Universal clamp (5322626), mounting hardware", 20.07  , 28.67  ,Approx 1 week delivery time,https://www.sick.com/2051619
5322626,Sick,Mounting Systems,Universal Mounting Bar Clamp,"Universal bar clamp systems, BEF-KHS-KH3      Description: Universal bar clamp for mounting bars with 12 mm diameter                                                  Material: Zinc diecast                                                          Items supplied: Without mounting plate and screws", 5.98  , 8.54  ,,https://www.sick.com/5322626
4058915,Sick,Mounting Systems,Mounting Bar,"Universal bar clamp systems, BEF-MS12G-NB     Description: Mounting bar, straight, 300 mm, stainless steel                                                                                    Material: Stainless steel", 15.30  , 21.86  ,Approx 4 weeks delivery time,https://www.sick.com/4058915
5321878,Sick,Mounting Systems,Bar Clamp,"Universal bar clamp systems, BEF-RMC-D12    Description: Bar clamp for bar diameter of 12 mm (fixing the mounting rod)                                          Material: Aluminum                                                                Items supplied: 2 screws M6 x 30, 2 spring discs", 5.98  , 8.54  ,Approx 1 week delivery time,https://www.sick.com/5321878
5311520,Sick,Mounting Systems,Mounting brackets and plates,"Suitable for W8, W8G, W8 Laser, W8 Inox, G6, G6 Inox, W100 Laser, W100-2, KTM Core, KTM Prime, CSM, LUTM", 9.27  , 13.24  ,,https://www.sick.com/5311520
2042902,Sick,Mounting Systems,Mounting bracket,Bracket with adapter board for Lector 62x, 22.36  , 31.94  ,,https://www.sick.com/2042902
2020410,Sick,Mounting Systems,Mounting bracket,L-shaped Mounting bracket (simple bracket), 9.75  , 13.93  ,,https://www.sick.com/2020410
2078970,Sick,Mounting Systems,Mounting bracket,"Mounting bracket with screws, L-shaped for mounting with sliding nuts, includes angle indicator for adjusting the tilt angle", 30.70  , 43.86  ,,https://www.sick.com/2078970
2029163,Sick,Mounting Systems,Flange Adapter,"Type:BEF-FA-036-060RSA. Flange adapter, adaptation of face mount flange with 36 mm centering hub to 58 mm square mounting plate with shock absorbers, aluminum.", 22.85  , 32.64  ,,https://www.sick.com/2029163
5312984,Sick,Mounting Systems,Shaft adaptation,"Type:KUP-1012-B. Sahft coupling. 10 mm / 12 mm; maximum shaft offset: radial +/- 0.25 mm, axial +/- 0.4 mm, angular +/- 4; max. revolutions 10,000 rpm, 30 to +120 C, max. torque 80 Ncm; material: stainless steel bellows, aluminum clamping hubs. ", 22.00  , 31.43  ,,https://www.sick.com/5312984
1050710,Sick,Photoelectric sensors,Photoelectric proximity sensor,"Photoelectric proximity sensor. Type: GTE6-P4211. Sensing range <250mm. PinPoint LED. PNP. M8, 4-pin. Adjustment: Mechanical spindle. ", 48.40  , 69.14  ,Sensors used on original Pouch Detection. Sensitivity could be adjusted by operators and was therefore upgraded to I/O Link version.,https://www.sick.com/1050710
1042033,Sick,Photoelectric sensors,Photoelectric proximity sensor,"Photoelectric proximity sensor. Type: W4S-3. Sensing range 4mm - 180mm. PinPoint LED. PNP. M8, 4-pin. Adjustment: I/O Link with single teach-in button.
WTB4SC-3P2262A00", 122.40  , 174.86  ,Upgraded I/O Link version used for Teleflex Mexico & Limerick,https://www.sick.com/1042033
1103653,Sick,Photoelectric sensors,Photoelectric retro-reflective ,"Miniature photoelectric sensors G6, GL6G-P7211S96                                                            Sensing range max.: ? 6 m                                            Photoelectric retro-reflective sensor  
Detection principle: Dual lens. Switching output: PNP                                                 Switching mode: Light/dark switching                    Connection type: Cable with M8 male connector, 4-pin, 300 mm                                                                             PinPoint LED, Adjustment: Potentiometer", 58.80  , 84.00  ,Selected for Product Detection with Wireless Sensors for Shiga. Need to order mirror also.,https://www.sick.com/1103653
1067767,Sick,Photoelectric sensors,Through-beam photoelectric sensor,"Through-beam photoelectric sensor. Type W4S-3. Sensing Range 0-5m. PinPoint LED. PNP. M8, 4-pin. Adjustment: I/O Link.
WSE4SC-3P2230A00", 100.80  , 144.00  ,Incorrect sensors orded for Pouch Detection,https://www.sick.com/1067767
6052330,Sick,Photoelectric sensors,"Miniature photoelectric sensors
W8G","Photoelectric retro-reflective sensor, autocollimation. Sensing range	0 m ... 1.7 m. Light/dark switching, selectable via light/dark rotary switch. PNP. Cable with M12 male.  connector, 4-pin, 300 mm. Stainless steel mounting bracket (1.4301/304) BEF-W100-A, Reflector P250F", 92.80  , 132.57  ,For rollout in Poland.,https://www.sick.com/6052330
1051097,Sick,Photoelectric sensors,Miniature photoelectric sensors W4S-3 Glass,"Photoelectric retro-reflective sensor. Sensing range	0 m ... 3 m. Cable with M12 male connector, 4-pin, 150 mm. Switching output: PNP.  Special feature: Detecting transparent objects. Attenuation along light beam: > 8 %", 166.32  , 237.60  ,Used for Transparent pouches in Poland.,https://www.sick.com/1051097
1123752,Sick,Photoelectric sensors,Miniature photoelectric sensors W4,"Miniature photoelectric sensors
W4, WTB4FP-84167120A00
Sensing range min. / max.: 4 mm / 220 mm
Functional principle: Photoelectric proximity sensor
Functional principle detail: Background suppression
Switching output: Push-pull: PNP/NPN
Connection type: Cable with M12 male connector, 4-pin,
182 mm
Light source: PinPoint LED
Type of light: Visible red light
Housing material: VISTAL
Adjustment: Teach-in button, Potentiometer, cable,
Teach-Turn adjustment
Communication interface: IO-Link V1.1
Smart Sensor: Enhanced Sensing, efficient
communication, diagnosis, Smart Task
Smart Task name: Base logics", 167.20  ,,,https://www.sick.com/1123752
2051628,Sick,Mounting Systems,Mounting brackets and plates,BEF-W4-A, 12.88  ,,,https://www.sick.com/2051628
6009932,Sick,Plugs connectors and cables ,Field-attachable connectors,"Type: STE-1204-G. Connection type head A: Male connector, M12, 4-pin, straight. Unshielded. Screw-type terminals. Permitted cross-section: ? 0.75 mm", 11.34  , 16.20  ,,https://www.sick.com/6009932
6048246,Sick,Plugs connectors and cables ,"Connection cable M12, 4-pin, 10 m","Type: SSL-2J04-G10MZ60. Connection type head A: Male connector, M12, 4-pin, straight, D-coded. Connection type head B: Male connector, RJ45, 4-pin, straight. Cable: 10 m, 4-wire, CAT5, CAT5e, PVC. Description: Head A: male connector, M12, 4-pin, straight, D coded. Head B: male connector, RJ45, 4-pin, straight. Cable: PVC, shielded, 4 x 0.34 mm,  6.5 mm, PROFINET, shielded", 79.65  , 113.79  ,,https://www.sick.com/6048246
6048245,Sick,Plugs connectors and cables ,"Connection cable M12, 4-pin, 5 m","Type:SSL-2J04-G05MZ60. Connection type head A: Male connector, M12, 4-pin, straight, D-coded. Connection type head B: Male connector, RJ45, 4-pin, straight. Cable: 5 m, 4-wire, CAT5, CAT5e, PVC. Description: Head A: male connector, M12, 4-pin, straight, D coded. Head B: male connector, RJ45, 4-pin, straight. Cable: PVC, shielded, 4 x 0.34 mm,  6.5 mm, PROFINET, shielded",, -    ,,https://www.sick.com/6048245
6048244,Sick,Plugs connectors and cables ,"Connection cable M12, 4-pin, 2 m","Type:SSL-2J04-G05MZ60. Connection type head A: Male connector, M12, 4-pin, straight, D-coded. Connection type head B: Male connector, RJ45, 4-pin, straight. Cable: 2 m, 4-wire, CAT5, CAT5e, PVC. Description: Head A: male connector, M12, 4-pin, straight, D coded. Head B: male connector, RJ45, 4-pin, straight. Cable: PVC, shielded, 4 x 0.34 mm,  6.5 mm, PROFINET, shielded",, -    ,,https://www.sick.com/6048244
6030928,Sick,Plugs connectors and cables ,"Connecting cable: M12, 4-pin, 10 m","Type:YM2D24-100EA1MRJA4. Connection type head A: Male connector, M12, 4-pin, straight, D-coded. Connection type head B: Male connector, RJ45, 8-pin, straight. Cable: Green, 10 m, 4-wire, AWG26, PUR, halogen-free. Conductor cross-section: 0.14 mm.", 75.60  , 108.00  ,Review,https://www.sick.com/6030928
6034415,Sick,Plugs connectors and cables ,"Connecting cable: M12, 4-pin, 5 m","Type: YM2D24-050EA1MRJA4. Connection type head A: Male connector, M12, 4-pin, straight, D-coded. Connection type head B: Male connector, RJ45, 8-pin, straight. Cable: Green, 5 m, 4-wire, AWG26, PUR, halogen-free. Conductor cross-section: 0.14 mm.", 38.60  , 55.14  ,Review,https://www.sick.com/6034415
6034414,Sick,Plugs connectors and cables ,"Connecting cable: M12, 4-pin, 2 m","Type:YM2D24-020EA1MRJA4. Connection type head A: Male connector, M12, 4-pin, straight, D-coded. Connection type head B: Male connector, RJ45, 8-pin, straight. Cable: Green, 2 m, 4-wire, AWG26, PUR, halogen-free. Conductor cross-section: 0.14 mm.", 50.00  , 71.43  ,Review,https://www.sick.com/6034414
6030755,Sick,Plugs connectors and cables ,Auxilary power cable,Type: Auxilary power cable with 7/8 4-pin mini female/flyinglead, 58.05  , 82.93  ,,https://www.sick.com/6030755
2096346,Sick,Plugs connectors and cables ,"Double sided connecting cable: Male and female, M8, 4-pin, 0.6 m","Application: Zones with oils and lubricants, Drag chain operation
Authorizations: UL
Connection type head A: Female connector, M8, 4-pin, straight, A-coded
Connection type head B: Male connector, M8, 4-pin, straight, A-coded
Cable: 0.6 m, 4-wire, PUR, halogen-free
Description: Sensor/actuator cable, unshielded", 12.42  , 17.74  ,,https://www.sick.com/2096346
2096347,Sick,Plugs connectors and cables ,"Double sided connecting cable: Male and female, M8, 4-pin, 2 m","Application: Zones with oils and lubricants, Drag chain operation
Authorizations: UL
Connection type head A: Female connector, M8, 4-pin, straight, A-coded
Connection type head B: Male connector, M8, 4-pin, straight, A-coded
Cable: 2 m, 4-wire, PUR, halogen-free
Description: Sensor/actuator cable, unshielded", 14.31  , 20.44  ,,https://www.sick.com/2096347
2096348,Sick,Plugs connectors and cables ,"Double sided connecting cable: Male and female, M8, 4-pin, 5 m","Application: Zones with oils and lubricants, Drag chain operation
Authorizations: UL
Connection type head A: Female connector, M8, 4-pin, straight, A-coded
Connection type head B: Male connector, M8, 4-pin, straight, A-coded
Cable: 5 m, 4-wire, PUR, halogen-free
Description: Sensor/actuator cable, unshielded", 18.54  , 26.49  ,,https://www.sick.com/2096348
2094793,Sick,Plugs connectors and cables ,"Connecting cable: M8, 4-pin, 10 m","Type: YF8U14-100UA3XLEAX. Application: Zones with oils and lubricants, Drag chain operation. Authorizations: UL. Connection type head A: Female connector, M8, 4-pin, straight, A-coded. Connection type head B: Flying leads. Cable:10 m, 4-wire, PUR, halogen-free. Description: Sensor/actuator cable, unshielded", 19.44  , 27.77  ,1 week delivery time,https://www.sick.com/2094793
2094792,Sick,Plugs connectors and cables ,"Connecting cable: M8, 4-pin, 5 m","Type:YF8U14-050UA3XLEAX. Application: Zones with oils and lubricants, Drag chain operation. Authorizations: UL. Connection type head A: Female connector, M8, 4-pin, straight, A-coded. Connection type head B: Flying leads. Cable:5 m, 4-wire, PUR, halogen-free. Description: Sensor/actuator cable, unshielded", 12.60  , 18.00  ,,https://www.sick.com/2094792
2094791,Sick,Plugs connectors and cables ,"Connecting cable: M8, 4-pin, 2 m","Type:YF8U14-020UA3XLEAX. Application: Zones with oils and lubricants, Drag chain operation. Authorizations: UL. Connection type head A: Female connector, M8, 4-pin, straight, A-coded. Connection type head B: Flying leads. Cable:2 m, 4-wire, PUR, halogen-free. Description: Sensor/actuator cable, unshielded", 8.50  , 12.14  ,,https://www.sick.com/2094791
2095619,Sick,Plugs connectors and cables ,"Connecting cable: M12, 5-pin, 10 m","Type:YF2A15-100UB5XLEAX
Female connector, M12, 5-pin, straight, A-coded", 23.85  , 34.07  ,,https://www.sick.com/2095619
CAB-M12-5PF-5M-SA,Sick,Plugs connectors and cables ,"Connecting cable: M12, 5-pin, 5 m","Type:YF2A15-050UB5XLEAX
Connection type head A: Female connector, M12, 5-pin, straight, A-coded
Connection type head B: Flying leads
Zones with oils and lubricants
Drag chain operation
Robot", 14.22  , 20.31  ,,https://www.sick.com/CAB-M12-5PF-5M-SA
2095617,Sick,Plugs connectors and cables ,"Connecting cable: M12, 5-pin, 2 m",Type:YF2A15-020UB5XLEAX, 9.18  , 13.11  ,,https://www.sick.com/2095617
2095774,Sick,Plugs connectors and cables ,"Connecting cable: M12, 5-pin, 10 m. Rt Angled.",Type:YG2A15-100UB5XLEAX, 23.85  , 34.07  ,,https://www.sick.com/2095774
6007302,Sick,Plugs connectors and cables ,"Female connector: M12, 4-pin","Authorizations: UL
Connection type head A: Female connector, M12, 4-pin, straight
Connection type head B: -
Description: Head A: female connector, M12, 4-pin, straight, unshielded, for power supply, for cable diameter 4 mm ... 6 mm Head B: -, unshielded
Connection systems: Screw-type terminals
Permitted cross-section: ? 0.75 mm", 9.09  , 12.99  ,,https://www.sick.com/6007302
6009719,Sick,Plugs connectors and cables ,"Female connector: M12, 5-pin","Authorizations: UL
Connection type head A: Female connector, M12, 5-pin, straight
Connection type head B: -
Description: Head A: female connector, M12, 5-pin, straight, unshielded, for power supply, for cable diameter 4 mm ... 6 mm Head B: -, unshielded
Connection systems: Screw-type terminals
Permitted cross-section: ? 0.75 mm131", 10.53  , 15.04  ,,https://www.sick.com/6009719
6028422,Sick,Plugs connectors and cables ,"Female connector: M12, 8-pin","Authorizations: UL
Connection type head A: Female connector, M12, 8-pin, straight
Connection type head B: -
Description: Head A: female connector, M12, 8-pin, straight, unshielded, for power supply, for cable diameter 4 mm ... 6 mm Head B: -, unshielded
Connection systems: Screw-type terminals
Permitted cross-section: ? 0.75 mm132", 16.83  , 24.04  ,,https://www.sick.com/6028422
CON-M12-8PM-SA,Sick,Plugs connectors and cables ,"Male connector: M12, 8-pin","(6033269) Authorizations: UL
Connection type head A: Male connector, M12, 8-pin, straight
Connection type head B: -
Description: Head A: Male connector, M12, 8-pin, straight, unshielded, for power supply, for cable diameter 4 mm ... 6 mm Head B: -, unshielded
Connection systems: Screw-type terminals
Permitted cross-section: ? 0.75 mm132", 16.83  , 24.04  ,,https://www.sick.com/CON-M12-8PM-SA
2079316,Sick,Plugs connectors and cables ,"Connecting cable: M12, 8-pin, 10 m","Connecting Cable, Connection type head A: Female connector, M12, 8-pin, straight, A-coded. 10m. 8-wire", 42.39  , 60.56  ,Suitable for use with Banner Stack-Lights with 5 Segments (e.g. P&G Newbridge),https://www.sick.com/2079316
2095653,Sick,Plugs connectors and cables ,"Connecting cable: M12, 8-pin, 5 m","Connecting Cable, Connection type head A: Female connector, M12, 8-pin, straight, A-coded. 5m. 8-wire", 27.72  , 39.60  ,Suitable for use with Banner Stack-Lights with 5 Segments (e.g. P&G Newbridge),https://www.sick.com/2095653
CAB-M12-8PF-5M-SA,Sick,Plugs connectors and cables ,"Connecting cable: M12, 8-pin, 5 m","Type: YF2A28-050VA6XLEAX
Connecting Cable, Connection type head A: Female connector, M12, 8-pin, straight, A-coded. 5m. 8-wire. Shielded", 28.17  , 40.24  ,Suitable for use with Banner Stack-Lights with 5 Segments (e.g. P&G Newbridge),https://www.sick.com/CAB-M12-8PF-5M-SA
2096243,Sick,Plugs connectors and cables ,"Connecting cable: M12, 8-pin, 2 m","Type: YF2A28-020VA6XLEAX
Connecting Cable, Connection type head A: Female connector, M12, 8-pin, straight, A-coded. 2m. 8-wire", 20.34  , 29.06  ,Suitable for use with Banner Stack-Lights with 5 Segments (e.g. P&G Newbridge),https://www.sick.com/2096243
6009382,Sick,Plugs connectors and cables ,"Connecting cable: M12, 4-pin, 2 m","Type:DOL-1204-G02M. Connection type head A: Female connector, M12, 4-pin, straight. Connection type head B: Flying leads. Cable: 2 m, 4-wire, PVC. Cable diameter	:5 mm. Conductor cross-section: 0.25 mm. Unshielded", 10.30  , 14.71  ,,https://www.sick.com/6009382
6033568,Sick,Plugs connectors and cables ,"Connecting cable: 7/8"", 5-pin, 5 m","Type:DOL-7805G05M075KM0;  Connection type head A: Female connector, 7/8"", 5-pin, straight; Connection type head B: Flying leads
Cable:	5 m, 5-wire, PVC;
Unshielded", 44.91  , 64.16  ,Delivery time approx. 1 week,https://www.sick.com/6033568
6032867,Sick,Plugs connectors and cables ,"Connecting cable: M12, 8-pin, 5 m","Type:DOL-1208-G05MAC1. M12 8 pin connector pre-fitted with 5m screened twisted pair cable suitable for use in a drag chain with moulded cabletwisted in pairs (4x2x 0,25mm?) for Encoder Hyperface.", 41.78  , 59.69  ,,https://www.sick.com/6032867
2114296,Sick,Plugs connectors and cables ,Connecting cable: 3 m,"Type: YF2A2D-050UV2XLEAX 
Connection type head A: Female connector, M12, 17-pin, straight. Connection type head B:Flying lead. straight.
Cable:5 m,", 60.28  , 86.11  ,,https://www.sick.com/2114296
2055420,Sick,Plugs connectors and cables ,Connecting cable: 3 m,"Type:YF2Z1D-030XXXMHDAC. Connection type head A: Female connector, M12, 17-pin, straight. Connection type head B:Male connector, D-Sub-HD, 15-pin, straight.
Cable:3 m, Shielded. Signal type: Power, serial, CAN, digital I/Os. Description: To connection module CDx (except CDB650)", 42.60  , 60.86  ,,https://www.sick.com/2055420
_,Sick,Plugs connectors and cables ,Connecting cable: 0.9 m,"Type:YF2Z1D-C90XXXMHDAC. Connection type head A: Female connector, M12, 17-pin, straight. Connection type head B:Male connector, D-Sub-HD, 15-pin, straight.
Cable:0.9 m, Shielded. Signal type: Power, serial, CAN, digital I/Os. Description: To connection module CDx (except CDB650)", 40.00  , 57.14  ,,https://www.sick.com/ 
6027533,Sick,Plugs connectors and cables ,Field-attachable connectors,"Type:STE-1205-GA. Head A: male connector, M12, 5-pin, straight, A coded, shielded, for cable diameter     4 mm ... 8 mm. Head B: -", 17.00  , 24.29  ,,https://www.sick.com/6027533
6037323,Sick,Plugs connectors and cables ,Field-attachable connectors,"Field-attachable connectors. Male connector, M8, 4-pin, straight. Screw-type terminals", 12.15  , 17.36  ,,https://www.sick.com/6037323
6022083,Sick,Plugs connectors and cables ,Field-attachable connectors,"Field-attachable connectors. Male connector, M12, 5-pin, straight. Screw-type terminals", 12.06  , 17.23  ,,https://www.sick.com/6022083
6033269,Sick,Plugs connectors and cables ,Field-attachable connectors,"Field-attachable connectors. Male connector, M12, 8-pin, straight. Screw-type terminals", 17.28  , 24.69  ,,https://www.sick.com/6033269
CAB-M12-8PM-2M-SA,Sick,Plugs connectors and cables ,"Connecting cable: M12, 8-pin, Male 2m","Connecting Cable, Connection type head A: Male connector, M12, 8-pin, straight, A-coded. 2m. 8-wire", 15.66  , 22.37  ,,https://www.sick.com/CAB-M12-8PM-2M-SA
6058647,Sick,Plugs connectors and cables ,T-junction,"T-distributor for simultaneous connection to sender and receiver, splits the cable from the control cabinet between the sender and receiver. Male connector, M12, 8-pin, straight. 2x Female connector M12, 8-pin. IP67 ", 34.92  , 49.89  ,,https://www.sick.com/6058647
6053283,Sick,Plugs connectors and cables ,T-junction,"Male connector M12, 5-pin, to 1 x female connector M12, 8-pin, to 1 x female connector M12, 5-pin. IP67 ", 43.30  , 61.86  ,,https://www.sick.com/6053283
2078430,Sick,Reflectors and optics / Illuminations / LED,LED,"Integratable lighting, lighting color white, medium, suitable for S-mount and compact C-mount lenses with a focal length of 12 mm, 16 mm and 17.5 mm", 538.00  , 768.57  ,,https://www.sick.com/2078430
5308844,Sick,Sensor Accessories,Reflectors,"Fine triple reflectors, PL20F                               Description: Fine triple reflector, screw connection, suitable for laser sensors                                          Ambient operating temperature: 20 C ... +65 C", 10.00  , 14.29  ,Approx 1 week delivery time,https://www.sick.com/5308844
7100723,Sick,,Signal Converter,Type: FU252. Signal converter for use with incremental encoders. Converts the frequency of encoder pulses to a 4-20mA or 0-10V analogue signal using a 14 bit. D-A converter. Response time = 1ms , 277.96  , 397.09  ,,https://www.sick.com/7100723
3RK1901-1MD00,Siemens,AS-Interface,AS-Interface accessory Profile,"AS-Interface accessory Profile seal for cable gland M20 x 1.5 for AS-i cable, shaped", 104.65  , 149.50  ,Price per 100 pieces,https://mall.industry.siemens.com/mall/en/ie/Catalog/Product/3RK1901-1MD00
3RK1901-1MN00,Siemens,AS-Interface,AS-Interface accessory Cable termination piecce,AS-Interface accessory Cable termination piece Sealing of open cable ends for shaped AS-i cable Degree of protection IP67, 3.04  , 4.34  ,,https://mall.industry.siemens.com/mall/en/ie/Catalog/Product/3RK1901-1MN00
3RK1901-1NR10,Siemens,AS-Interface,AS-Interface shaped cable with  M12 Socket,"AS-Interface M12 branch U_ASI without Uaux, with M12 socket IP67/68/69K, max. 4 A", 27.24  , 38.91  ,,https://mall.industry.siemens.com/mall/en/ie/Catalog/Product/3RK1901-1NR10
3RK1901-1NR12,Siemens,AS-Interface,AS-Interface shaped cable with 2 m cable and  M12 Socket,"AS-Interface M12 branch U_ASI without Uaux, 2 m cable with M12 cable socket angled IP67/68/69K, max. 4 A", 31.20  , 44.57  ,,https://mall.industry.siemens.com/mall/en/ie/Catalog/Product/3RK1901-1NR12
3RK1901-2DA00,Siemens,AS-Interface,AS-Interface mounting plate K45 for compact modules standard mounting,AS-Interface mounting plate K45 for compact modules K45 for installation on standard mounting rail for 2 flat cables AS-i cable (yellow) and AS-i cable 24 V (black), 6.76  , 9.66  ,,https://mall.industry.siemens.com/mall/en/ie/Catalog/Product/3RK1901-2DA00
3RK1901-2EA00,Siemens,AS-Interface,AS-Interface mounting plate K45 for compact modules wall mounting,AS-Interface mounting plate K45 for compact modules K45 for wall mounting for 2 flat cables AS-i cable (yellow) and AS-i cable 24 V (black), 5.93  , 8.47  ,,https://mall.industry.siemens.com/mall/en/ie/Catalog/Product/3RK1901-2EA00
3RK1902-4BA00-5AA0,Siemens,AS-Interface,M12 connector,"M12 connector straight screw terminal max. 0.75 mm2, 5-pole A-coded max. 4 A", 15.30  , 21.86  ,,https://mall.industry.siemens.com/mall/en/ie/Catalog/Product/3RK1902-4BA00-5AA0
3RV2021-4CA10,Siemens,MCB,Circuit breaker size S0 for motor protection,"Circuit breaker size S0 for motor protection, CLASS 10 A-release 16...22 A N-release 286 A screw terminal Standard switching capacity", 115.00  , 164.29  ,,https://mall.industry.siemens.com/mall/en/ie/Catalog/Product/3RV2021-4CA10
3RX9010-0AA00,Siemens,AS-Interface,AS-Interface shaped cable,"AS-i cable, shaped yellow, rubber 2x 1.5 mm2, 100 m consists of 100 m cable", 171.60  , 245.14  ,,https://mall.industry.siemens.com/mall/en/ie/Catalog/Product/3RX9010-0AA00
3RX9801-0AA00,Siemens,AS-Interface,AS-Interface M12 Socket,"AS-Interface M12 branch U_ASI without Uaux, with M12 socket", 9.56  , 13.66  ,,https://mall.industry.siemens.com/mall/en/ie/Catalog/Product/3RX9801-0AA00
3SB2203-1AC01,Siemens,Safety,Emergency stop mushroom pushbutton,"Emergency stop mushroom pushbutton, 16 mm, round, plastic, red, latching, with rotate-to-unlatch mechanism, according to ISO 13850, 1 NC, with yellow backing plate, EMERGENCY STOP", 44.90  , 64.14  ,,https://mall.industry.siemens.com/mall/en/ie/Catalog/Product/3SB2203-1AC01
3SK1111-1AW20,Siemens,Safety,SIRIUS safety relay,SIRIUS safety relay Basic unit Standard series Relay enabling circuits 3 NO contacts plus Relay signaling circuit 1 NC contact Us = 110 - 240 V AC/DC 50/60 Hz screw terminal, 304.00  , 434.29  ,,https://mall.industry.siemens.com/mall/en/ie/Catalog/Product/3SK1111-1AW20
5SY4102-5,Siemens,MCB,2A MCB,"Miniature circuit breaker 230/400 V 10kA, 1-pole, A, 2A, D=70 mm", 37.20  , 53.14  ,,https://mall.industry.siemens.com/mall/en/ie/Catalog/Product/5SY4102-5
5SY4106-5,Siemens,MCB,6A MCB,"Miniature circuit breaker 230/400 V 10kA, 1-pole, A, 6A, D=70 mm", 37.20  , 53.14  ,,https://mall.industry.siemens.com/mall/en/ie/Catalog/Product/5SY4106-5
5SY4110-5,Siemens,MCB,10A MCB,"Miniature circuit breaker 230/400 V 10kA, 1-pole, A, 10A, D=70 mm", 31.00  , 44.29  ,,https://mall.industry.siemens.com/mall/en/ie/Catalog/Product/5SY4110-5
6AG4104-4JS31-0XA0,Siemens,IPC,"SIMATIC IPC547G (Rack PC, 19"", 4HU)","SIMATIC IPC547G (Rack PC, 19"", 4HU); Interfaces: 2x USB 3.0 on the front; 2x Intel Gigabit Ethernet, 2x PS/2, Audio on the rear side; 7 slots: 5x PCI Express, 2x PCI, Temperature and Fan monitoring; Watchdog; Card retainer Xeon E3-1275 v5 (4C/8T, 3.6 (4.0) GHz, 8 MB cache, iAMT); Mainboard: (chipset C236, 1x DVI-D, 2x display ports V1.2, 4x USB 3.0 and 4x USB 2.0 on the rear side, 1x USB 2.0 internal, 1x COM 1; RAID onboard) RAID1, 2 TB (2x 2 TB HDD Enterprise), in interchangeable insert hot-swap and 1x 480 GB SSD (for operating system) in interchangeable insert, front-side (operating system, if configured, to be SSD installed) 32 GB DDR4 SD-RAM (2x 16 GB), Dual Channel Enclosure blue chromated, 100/240V AC industrial power supply unit, without removable data storage media Graphics onboard Without operating system SIMATIC IPC DiagMonitor V5.0 enclosed without line cable"," 4,835.65  "," 6,908.07  ",,https://mall.industry.siemens.com/mall/en/ie/Catalog/Product/6AG4104-4JS31-0XA0
